measurement_id,site_name,target_cd,measured_cd,focus,dose,pattern_type,pitch,measurement_uncertainty,layer
P00225,BR,60,53.89,30,1.15,line_space,120,1.2,M1
P00226,C,60,26.423,60,0.85,line_space,120,1.2,M1
P00227,TL,60,28.401,60,0.85,line_space,120,1.2,M1
P00228,BR,60,25.454,60,0.85,line_space,120,1.2,M1
P00229,C,60,27.246,60,0.92,line_space,120,1.2,M1
P00230,TL,60,27.602,60,0.92,line_space,120,1.2,M1
P00231,BR,60,27.345,60,0.92,line_space,120,1.2,M1
P00232,C,60,27.506,60,1.0,line_space,120,1.2,M1
P00233,TL,60,25.883,60,1.0,line_space,120,1.2,M1
P00234,BR,60,25.976,60,1.0,line_space,120,1.2,M1
P00235,C,60,25.76,60,1.08,line_space,120,1.2,M1
P00236,TL,60,27.317,60,1.08,line_space,120,1.2,M1
P00237,BR,60,28.065,60,1.08,line_space,120,1.2,M1
P00238,C,60,30.617,60,1.15,line_space,120,1.2,M1
P00239,TL,60,30.029,60,1.15,line_space,120,1.2,M1
P00240,BR,60,30.336,60,1.15,line_space,120,1.2,M1
P00241,C,60,4.029,100,0.85,line_space,120,1.2,M1
P00242,TL,60,2.8,100,0.85,line_space,120,1.2,M1
P00243,BR,60,4.389,100,0.85,line_space,120,1.2,M1
P00244,C,60,2.355,100,0.92,line_space,120,1.2,M1
P00245,TL,60,6.695,100,0.92,line_space,120,1.2,M1
P00246,BR,60,6.556,100,0.92,line_space,120,1.2,M1
P00247,C,60,5.29,100,1.0,line_space,120,1.2,M1
P00248,TL,60,4.443,100,1.0,line_space,120,1.2,M1
P00249,BR,60,5.555,100,1.0,line_space,120,1.2,M1
P00250,C,60,5.214,100,1.08,line_space,120,1.2,M1
P00251,TL,60,6.717,100,1.08,line_space,120,1.2,M1
P00252,BR,60,5.082,100,1.08,line_space,120,1.2,M1
P00253,C,60,7.45,100,1.15,line_space,120,1.2,M1
P00254,TL,60,6.481,100,1.15,line_space,120,1.2,M1
P00255,BR,60,3.895,100,1.15,line_space,120,1.2,M1
P00256,C,60,1.135,150,0.85,line_space,120,1.2,M1
P00257,TL,60,0.836,150,0.85,line_space,120,1.2,M1
P00258,BR,60,4.076,150,0.85,line_space,120,1.2,M1
P00259,C,60,3.244,150,0.92,line_space,120,1.2,M1
P00260,TL,60,1.952,150,0.92,line_space,120,1.2,M1
P00261,BR,60,3.685,150,0.92,line_space,120,1.2,M1
P00262,C,60,5.542,150,1.0,line_space,120,1.2,M1
P00263,TL,60,6.445,150,1.0,line_space,120,1.2,M1
P00264,BR,60,4.865,150,1.0,line_space,120,1.2,M1
P00265,C,60,5.018,150,1.08,line_space,120,1.2,M1
P00266,TL,60,6.262,150,1.08,line_space,120,1.2,M1
P00267,BR,60,3.338,150,1.08,line_space,120,1.2,M1
P00268,C,60,6.989,150,1.15,line_space,120,1.2,M1
P00269,TL,60,8.099,150,1.15,line_space,120,1.2,M1
P00270,BR,60,7.124,150,1.15,line_space,120,1.2,M1
P00271,C,80,144.117,-150,0.85,line_space,160,1.2,M1
P00272,TL,80,145.517,-150,0.85,line_space,160,1.2,M1
P00273,BR,80,143.11,-150,0.85,line_space,160,1.2,M1
P00274,C,80,143.172,-150,0.92,line_space,160,1.2,M1
P00275,TL,80,145.539,-150,0.92,line_space,160,1.2,M1
P00276,BR,80,142.563,-150,0.92,line_space,160,1.2,M1
P00277,C,80,144.563,-150,1.0,line_space,160,1.2,M1
P00278,TL,80,146.261,-150,1.0,line_space,160,1.2,M1
P00279,BR,80,145.39,-150,1.0,line_space,160,1.2,M1
P00280,C,80,145.191,-150,1.08,line_space,160,1.2,M1
P00281,TL,80,143.62,-150,1.08,line_space,160,1.2,M1
P00282,BR,80,140.51,-150,1.08,line_space,160,1.2,M1
P00283,C,80,143.619,-150,1.15,line_space,160,1.2,M1
P00284,TL,80,144.049,-150,1.15,line_space,160,1.2,M1
P00285,BR,80,144.225,-150,1.15,line_space,160,1.2,M1
P00286,C,80,144.711,-100,0.85,line_space,160,1.2,M1
P00287,TL,80,142.787,-100,0.85,line_space,160,1.2,M1
P00288,BR,80,144.447,-100,0.85,line_space,160,1.2,M1
P00289,C,80,144.489,-100,0.92,line_space,160,1.2,M1
P00290,TL,80,143.634,-100,0.92,line_space,160,1.2,M1
P00291,BR,80,144.487,-100,0.92,line_space,160,1.2,M1
P00292,C,80,145.694,-100,1.0,line_space,160,1.2,M1
P00293,TL,80,142.4,-100,1.0,line_space,160,1.2,M1
P00294,BR,80,145.657,-100,1.0,line_space,160,1.2,M1
P00295,C,80,144.6,-100,1.08,line_space,160,1.2,M1
P00296,TL,80,143.365,-100,1.08,line_space,160,1.2,M1
P00297,BR,80,143.44,-100,1.08,line_space,160,1.2,M1
P00298,C,80,144.299,-100,1.15,line_space,160,1.2,M1
P00299,TL,80,142.458,-100,1.15,line_space,160,1.2,M1
P00300,BR,80,141.906,-100,1.15,line_space,160,1.2,M1
P00301,C,80,125.599,-60,0.85,line_space,160,1.2,M1
P00302,TL,80,125.851,-60,0.85,line_space,160,1.2,M1
P00303,BR,80,128.335,-60,0.85,line_space,160,1.2,M1
P00304,C,80,127.078,-60,0.92,line_space,160,1.2,M1
P00305,TL,80,124.094,-60,0.92,line_space,160,1.2,M1
P00306,BR,80,125.285,-60,0.92,line_space,160,1.2,M1
P00307,C,80,123.696,-60,1.0,line_space,160,1.2,M1
P00308,TL,80,125.034,-60,1.0,line_space,160,1.2,M1
P00309,BR,80,125.459,-60,1.0,line_space,160,1.2,M1
P00310,C,80,124.406,-60,1.08,line_space,160,1.2,M1
P00311,TL,80,125.231,-60,1.08,line_space,160,1.2,M1
P00312,BR,80,124.964,-60,1.08,line_space,160,1.2,M1
P00313,C,80,124.549,-60,1.15,line_space,160,1.2,M1
P00314,TL,80,124.796,-60,1.15,line_space,160,1.2,M1
P00315,BR,80,121.884,-60,1.15,line_space,160,1.2,M1
P00316,C,80,97.786,-30,0.85,line_space,160,1.2,M1
P00317,TL,80,97.966,-30,0.85,line_space,160,1.2,M1
P00318,BR,80,98.582,-30,0.85,line_space,160,1.2,M1
P00319,C,80,96.705,-30,0.92,line_space,160,1.2,M1
P00320,TL,80,96.656,-30,0.92,line_space,160,1.2,M1
P00321,BR,80,98.422,-30,0.92,line_space,160,1.2,M1
P00322,C,80,98.56,-30,1.0,line_space,160,1.2,M1
P00323,TL,80,98.617,-30,1.0,line_space,160,1.2,M1
P00324,BR,80,99.617,-30,1.0,line_space,160,1.2,M1
P00325,C,80,97.47,-30,1.08,line_space,160,1.2,M1
P00326,TL,80,97.855,-30,1.08,line_space,160,1.2,M1
P00327,BR,80,98.831,-30,1.08,line_space,160,1.2,M1
P00328,C,80,97.481,-30,1.15,line_space,160,1.2,M1
P00329,TL,80,96.755,-30,1.15,line_space,160,1.2,M1
P00330,BR,80,94.715,-30,1.15,line_space,160,1.2,M1
P00331,C,80,84.575,0,0.85,line_space,160,1.2,M1
P00332,TL,80,85.948,0,0.85,line_space,160,1.2,M1
P00333,BR,80,85.864,0,0.85,line_space,160,1.2,M1
P00334,C,80,84.62,0,0.92,line_space,160,1.2,M1
P00335,TL,80,83.948,0,0.92,line_space,160,1.2,M1
P00336,BR,80,84.136,0,0.92,line_space,160,1.2,M1
P00337,C,80,85.388,0,1.0,line_space,160,1.2,M1
P00338,TL,80,84.306,0,1.0,line_space,160,1.2,M1
P00339,BR,80,85.855,0,1.0,line_space,160,1.2,M1
P00340,C,80,83.948,0,1.08,line_space,160,1.2,M1
P00341,TL,80,84.96,0,1.08,line_space,160,1.2,M1
P00342,BR,80,84.015,0,1.08,line_space,160,1.2,M1
P00343,C,80,82.797,0,1.15,line_space,160,1.2,M1
P00344,TL,80,82.341,0,1.15,line_space,160,1.2,M1
P00345,BR,80,84.565,0,1.15,line_space,160,1.2,M1
P00346,C,80,70.13,30,0.85,line_space,160,1.2,M1
P00347,TL,80,73.68,30,0.85,line_space,160,1.2,M1
P00348,BR,80,70.648,30,0.85,line_space,160,1.2,M1
P00349,C,80,74.107,30,0.92,line_space,160,1.2,M1
P00350,TL,80,70.891,30,0.92,line_space,160,1.2,M1
P00351,BR,80,73.558,30,0.92,line_space,160,1.2,M1
P00352,C,80,73.005,30,1.0,line_space,160,1.2,M1
P00353,TL,80,70.574,30,1.0,line_space,160,1.2,M1
P00354,BR,80,72.027,30,1.0,line_space,160,1.2,M1
P00355,C,80,73.646,30,1.08,line_space,160,1.2,M1
P00356,TL,80,73.885,30,1.08,line_space,160,1.2,M1
P00357,BR,80,75.053,30,1.08,line_space,160,1.2,M1
P00358,C,80,72.835,30,1.15,line_space,160,1.2,M1
P00359,TL,80,73.013,30,1.15,line_space,160,1.2,M1
P00360,BR,80,71.829,30,1.15,line_space,160,1.2,M1
P00361,C,80,44.762,60,0.85,line_space,160,1.2,M1
P00362,TL,80,41.825,60,0.85,line_space,160,1.2,M1
P00363,BR,80,40.242,60,0.85,line_space,160,1.2,M1
P00364,C,80,41.934,60,0.92,line_space,160,1.2,M1
P00365,TL,80,44.368,60,0.92,line_space,160,1.2,M1
P00366,BR,80,44.941,60,0.92,line_space,160,1.2,M1
P00367,C,80,43.247,60,1.0,line_space,160,1.2,M1
P00368,TL,80,48.123,60,1.0,line_space,160,1.2,M1
P00369,BR,80,46.133,60,1.0,line_space,160,1.2,M1
P00370,C,80,42.946,60,1.08,line_space,160,1.2,M1
P00371,TL,80,45.787,60,1.08,line_space,160,1.2,M1
P00372,BR,80,45.732,60,1.08,line_space,160,1.2,M1
P00373,C,80,44.444,60,1.15,line_space,160,1.2,M1
P00374,TL,80,45.436,60,1.15,line_space,160,1.2,M1
P00375,BR,80,47.026,60,1.15,line_space,160,1.2,M1
P00376,C,80,21.695,100,0.85,line_space,160,1.2,M1
P00377,TL,80,22.987,100,0.85,line_space,160,1.2,M1
P00378,BR,80,21.197,100,0.85,line_space,160,1.2,M1
P00379,C,80,19.478,100,0.92,line_space,160,1.2,M1
P00380,TL,80,19.531,100,0.92,line_space,160,1.2,M1
P00381,BR,80,21.305,100,0.92,line_space,160,1.2,M1
P00382,C,80,22.009,100,1.0,line_space,160,1.2,M1
P00383,TL,80,24.129,100,1.0,line_space,160,1.2,M1
P00384,BR,80,23.517,100,1.0,line_space,160,1.2,M1
P00385,C,80,24.038,100,1.08,line_space,160,1.2,M1
P00386,TL,80,21.025,100,1.08,line_space,160,1.2,M1
P00387,BR,80,23.902,100,1.08,line_space,160,1.2,M1
P00388,C,80,25.087,100,1.15,line_space,160,1.2,M1
P00389,TL,80,23.31,100,1.15,line_space,160,1.2,M1
P00390,BR,80,22.802,100,1.15,line_space,160,1.2,M1
P00391,C,80,17.163,150,0.85,line_space,160,1.2,M1
P00392,TL,80,16.311,150,0.85,line_space,160,1.2,M1
P00393,BR,80,16.68,150,0.85,line_space,160,1.2,M1
P00394,C,80,18.315,150,0.92,line_space,160,1.2,M1
P00395,TL,80,18.492,150,0.92,line_space,160,1.2,M1
P00396,BR,80,19.955,150,0.92,line_space,160,1.2,M1
P00397,C,80,20.874,150,1.0,line_space,160,1.2,M1
P00398,TL,80,21.078,150,1.0,line_space,160,1.2,M1
P00399,BR,80,18.487,150,1.0,line_space,160,1.2,M1
P00400,C,80,22.875,150,1.08,line_space,160,1.2,M1
P00401,TL,80,22.78,150,1.08,line_space,160,1.2,M1
P00402,BR,80,21.562,150,1.08,line_space,160,1.2,M1
P00403,C,80,22.779,150,1.15,line_space,160,1.2,M1
P00404,TL,80,24.243,150,1.15,line_space,160,1.2,M1
P00405,BR,80,21.436,150,1.15,line_space,160,1.2,M1
P00406,C,100,174.114,-150,0.85,line_space,200,1.2,M1
P00407,TL,100,174.55,-150,0.85,line_space,200,1.2,M1
P00408,BR,100,173.715,-150,0.85,line_space,200,1.2,M1
P00409,C,100,174.47,-150,0.92,line_space,200,1.2,M1
P00410,TL,100,175.465,-150,0.92,line_space,200,1.2,M1
P00411,BR,100,175.327,-150,0.92,line_space,200,1.2,M1
P00412,C,100,172.625,-150,1.0,line_space,200,1.2,M1
P00413,TL,100,172.156,-150,1.0,line_space,200,1.2,M1
P00414,BR,100,172.281,-150,1.0,line_space,200,1.2,M1
P00415,C,100,167.049,-150,1.08,line_space,200,1.2,M1
P00416,TL,100,168.199,-150,1.08,line_space,200,1.2,M1
P00417,BR,100,170.882,-150,1.08,line_space,200,1.2,M1
P00418,C,100,166.899,-150,1.15,line_space,200,1.2,M1
P00419,TL,100,166.972,-150,1.15,line_space,200,1.2,M1
P00420,BR,100,170.142,-150,1.15,line_space,200,1.2,M1
P00421,C,100,174.622,-100,0.85,line_space,200,1.2,M1
P00422,TL,100,173.116,-100,0.85,line_space,200,1.2,M1
P00423,BR,100,174.308,-100,0.85,line_space,200,1.2,M1
P00424,C,100,168.421,-100,0.92,line_space,200,1.2,M1
P00425,TL,100,169.79,-100,0.92,line_space,200,1.2,M1
P00426,BR,100,170.737,-100,0.92,line_space,200,1.2,M1
P00427,C,100,170.246,-100,1.0,line_space,200,1.2,M1
P00428,TL,100,171.914,-100,1.0,line_space,200,1.2,M1
P00429,BR,100,169.434,-100,1.0,line_space,200,1.2,M1
P00430,C,100,169.208,-100,1.08,line_space,200,1.2,M1
P00431,TL,100,169.05,-100,1.08,line_space,200,1.2,M1
P00432,BR,100,167.804,-100,1.08,line_space,200,1.2,M1
